episode_id,reference_month_scope,eastern_standardized,central_standardized,flavour_margin,flavour
roni_warm_1951_04,episode_peak_month,-0.18629793034644176,0.24110555774719214,-0.42740348809363393,central_pacific
roni_warm_1953_02,episode_peak_month,1.2318431109790524,0.9443094089727981,0.2875337020062543,eastern_pacific
roni_warm_1957_03,episode_peak_month,0.885186411988378,1.090810211311468,-0.20562379932308994,central_pacific
roni_warm_1963_07,episode_peak_month,-0.1626622463243493,0.49015692172292985,-0.6528191680472791,central_pacific
roni_warm_1965_05,episode_peak_month,0.34944424082096953,1.1054602915453318,-0.7560160507243623,central_pacific
roni_warm_1968_10,episode_peak_month,0.3021728727767846,1.1640606124807977,-0.8618877397040131,central_pacific
roni_warm_1972_04,episode_peak_month,0.8536721666255871,1.1640606124807977,-0.31038844585521064,central_pacific
roni_warm_1976_07,episode_peak_month,0.01066610317098792,-0.02259588646240946,0.03326198963339738,eastern_pacific
roni_warm_1977_09,episode_peak_month,-0.40689764788596106,0.9443094089727981,-1.351207056858759,central_pacific
roni_warm_1982_05,episode_peak_month,2.0906062971150456,0.7538583659325314,1.3367479311825141,eastern_pacific
roni_warm_1986_08,episode_peak_month,0.6409510104267634,0.41690652055359495,0.22404448987316844,eastern_pacific
roni_warm_1991_05,episode_peak_month,1.0191219547802288,0.6513078042954636,0.3678141504847652,eastern_pacific
roni_warm_1993_01,episode_peak_month,1.9960635610266815,0.5780574031261286,1.4180061579005527,eastern_pacific
roni_warm_1994_07,episode_peak_month,0.18399445266632794,1.3398615752872005,-1.1558671226208725,central_pacific
roni_warm_1997_05,episode_peak_month,2.0590920517522577,1.2226609334162688,0.8364311183359889,eastern_pacific
roni_warm_2002_07,episode_peak_month,0.3415656794802711,1.5010124578597344,-1.1594467783794633,central_pacific
roni_warm_2004_07,episode_peak_month,-0.44629045458944755,1.3691617357549335,-1.815452190344381,central_pacific
roni_warm_2006_09,episode_peak_month,0.2076301366884176,1.4717122973920014,-1.2640821607035837,central_pacific
roni_warm_2009_09,episode_peak_month,0.6567081331081575,1.9405148648757387,-1.2838067317675812,central_pacific
roni_warm_2015_03,episode_peak_month,1.6100140553325177,2.174916148617607,-0.5649020932850894,central_pacific
roni_warm_2018_10,episode_peak_month,0.28641575009539055,1.7647139020693359,-1.4782981519739453,central_pacific
roni_warm_2023_07,episode_peak_month,1.2239645496383569,2.233516469553073,-1.0095519199147163,central_pacific
